2/28/2017 1 "Modeling of Drake Power Plant’s Air Quality Impacts  

  Presenter:  
Lisa Devore, Emerging Air Quality Issues Supervisor, Colorado Air Pollution Control Division Colorado Department of Public Health & Environment
Jerry Forte, P.E., Chief Executive Officer, Colorado Springs Utilities" "air pollution"
